3.000000000000000000e+01,9.517440986841878021e-05,6.545844271985577605e-03
1.275000000000000000e+02,1.713388445482640944e-03,2.788189225943778909e-02
2.250000000000000000e+02,5.296355766638502667e-03,4.944508097377445927e-02
3.225000000000000000e+02,1.075665286773805698e-02,7.139647467167183070e-02
4.200000000000000000e+02,1.796247049760878525e-02,9.387678236616132932e-02
5.175000000000000000e+02,2.674250119105266166e-02,1.169987864912892250e-01
6.150000000000000000e+02,3.689211605856576592e-02,1.408409525845149834e-01
7.125000000000000000e+02,4.818051416014831889e-02,1.654423811557934609e-01
8.100000000000000000e+02,6.035854039000877747e-02,1.907991656786290346e-01
9.075000000000000000e+02,7.316691272975452132e-02,2.168621490696818754e-01
1.005000000000000000e+03,8.634466008816256422e-02,2.435360352605074885e-01
1.102500000000000000e+03,9.963762860053124171e-02,2.706798137142881200e-01
1.200000000000000000e+03,1.128069499161136885e-01,2.981084855543041368e-01
1.297500000000000000e+03,1.256373675166304049e-01,3.255961260478830166e-01
1.395000000000000000e+03,1.379452817031058542e-01,3.528803611012382158e-01
1.492500000000000000e+03,1.495863042251701358e-01,3.796683557892949756e-01
1.590000000000000000e+03,1.604620217165906859e-01,4.056443937970461988e-01
1.687500000000000000e+03,1.705255725922021348e-01,4.304790567722783790e-01
1.785000000000000000e+03,1.797855692561868834e-01,4.538398896233878377e-01
1.882500000000000000e+03,1.883078719135319323e-01,4.754032705322421837e-01
1.980000000000000000e+03,1.962147635617804975e-01,4.948670135388242852e-01
2.077500000000000000e+03,2.036811998480851371e-01,5.119630477467281837e-01
2.175000000000000000e+03,2.109280098502499257e-01,5.264693766622540183e-01
2.272500000000000000e+03,2.182121849314793416e-01,5.382204581957007461e-01
2.370000000000000000e+03,2.258146775895653047e-01,5.471151843676119730e-01
2.467500000000000000e+03,2.340263961325055875e-01,5.531217861334458696e-01
2.565000000000000000e+03,2.431332795047432549e-01,5.562792282075289529e-01
2.662500000000000000e+03,2.534014355946787589e-01,5.566949573231068094e-01
2.760000000000000000e+03,2.650633106482970791e-01,5.545391789857470055e-01
2.857500000000000000e+03,2.783057340822611136e-01,5.500361150676176258e-01
2.955000000000000000e+03,2.932604789227891140e-01,5.434528996228875641e-01
3.052500000000000000e+03,3.099977324441442472e-01,5.350868824011234537e-01
3.150000000000000000e+03,3.285226257452442677e-01,5.252521279386159758e-01
3.247500000000000000e+03,3.487747592786409889e-01,5.142658393442692821e-01
3.345000000000000000e+03,3.706305046842284234e-01,5.024353273095963912e-01
3.442500000000000000e+03,3.939077672980776934e-01,4.900460166813886409e-01
3.540000000000000000e+03,4.183728506244736023e-01,4.773508611235893206e-01
3.637500000000000000e+03,4.437490572656874188e-01,4.645614379531262661e-01
3.735000000000000000e+03,4.697266704420675620e-01,4.518409263211025095e-01
3.832500000000000000e+03,4.959739683963887980e-01,4.392991286607768608e-01
3.930000000000000000e+03,5.221489185788409371e-01,4.269896665869923336e-01
4.027500000000000000e+03,5.479111754059889927e-01,4.149094535762864466e-01
4.125000000000000000e+03,5.729339686269028231e-01,4.030005037295142922e-01
4.222500000000000000e+03,5.969154297201725301e-01,3.911540688628635243e-01
4.320000000000000000e+03,6.195888760621081071e-01,3.792170020168603717e-01
4.417500000000000000e+03,6.407315719633374096e-01,3.670001290280574535e-01
4.515000000000000000e+03,6.601715237520466850e-01,3.542882831225724338e-01
4.612500000000000000e+03,6.777919480341390024e-01,3.408515375154982929e-01
4.710000000000000000e+03,6.935331750013514762e-01,3.264570760177738507e-01
4.807500000000000000e+03,7.073919010713671796e-01,3.108810872729057539e-01
4.905000000000000000e+03,7.194178701764480932e-01,2.939200639571128981e-01
5.002500000000000000e+03,7.297082211705703259e-01,2.754009354270654519e-01
5.100000000000000000e+03,7.383998721334358306e-01,2.551895540202920865e-01
5.197500000000000000e+03,7.456604078113779899e-01,2.331971782233439316e-01
5.295000000000000000e+03,7.516779880665021008e-01,2.093847336451589436e-01
5.392500000000000000e+03,7.566508043238041603e-01,1.837647688305153182e-01
5.490000000000000000e+03,7.607765848702099376e-01,1.564011443614959085e-01
5.587500000000000000e+03,7.642425992133580204e-01,1.274065925168735847e-01
5.685000000000000000e+03,7.672165479708175084e-01,9.693835868139652479e-02
5.782500000000000000e+03,7.698386575710055579e-01,6.519218714926683367e-02
5.880000000000000000e+03,7.722152346562284331e-01,3.239494837551925438e-02
5.977500000000000000e+03,7.744138758004852630e-01,-1.203771577243256848e-03
6.075000000000000000e+03,7.764604728248415411e-01,-3.534078037527033783e-02
6.172500000000000000e+03,7.783380991797701487e-01,-6.974873277778420588e-02
6.270000000000000000e+03,7.799878044852199821e-01,-1.041655602266200187e-01
6.367500000000000000e+03,7.813112792778690308e-01,-1.383435014634820381e-01
6.465000000000000000e+03,7.821752794996115199e-01,-1.720573620830142814e-01
6.562500000000000000e+03,7.824176224442603855e-01,-2.051116498632537810e-01
6.660000000000000000e+03,7.818544878641238149e-01,-2.373462717033248126e-01
6.757500000000000000e+03,7.802886869665686120e-01,-2.686405388007097050e-01
6.855000000000000000e+03,7.775185061217486648e-01,-2.989153077608714404e-01
6.952500000000000000e+03,7.733466984353465357e-01,-3.281331816681720692e-01
7.050000000000000000e+03,7.675891897584172785e-01,-3.562967990134663365e-01
7.147500000000000000e+03,7.600830877037594302e-01,-3.834453405455267583e-01
7.245000000000000000e+03,7.506936306556108995e-01,-4.096494754837544106e-01
7.342500000000000000e+03,7.393197832456201990e-01,-4.350050416360854433e-01
7.440000000000000000e+03,7.258982678602230454e-01,-4.596258041021746843e-01
7.537500000000000000e+03,7.104059102769003653e-01,-4.836356629260259998e-01
7.635000000000000000e+03,6.928602640205061558e-01,-5.071606828211115969e-01
7.732500000000000000e+03,6.733185567586704723e-01,-5.303213016827524884e-01
7.830000000000000000e+03,6.518750695871611267e-01,-5.532250439233419304e-01
7.927500000000000000e+03,6.286571152401800866e-01,-5.759600246262098766e-01
8.025000000000000000e+03,6.038198247315745837e-01,-5.985894851368638303e-01
8.122500000000000000e+03,5.775399853270883899e-01,-6.211475526171892358e-01
8.220000000000000000e+03,5.500091978503462986e-01,-6.436363664264818096e-01
8.317500000000000000e+03,5.214266393483331097e-01,-6.660246629610334645e-01
8.415000000000000000e+03,4.919917282897114386e-01,-6.882478572250106952e-01
8.512500000000000000e+03,4.618969928597871921e-01,-7.102096035063564239e-01
8.610000000000000000e+03,4.313214368565454482e-01,-7.317847594458293248e-01
8.707500000000000000e+03,4.004246802234940894e-01,-7.528236190354175017e-01
8.805000000000000000e+03,3.693421208283777513e-01,-7.731572234317961589e-01
8.902500000000000000e+03,3.381813202175604771e-01,-7.926035076734254670e-01
9.000000000000000000e+03,3.070197597583086968e-01,-8.109740006309209548e-01
