0.000000000000000000e+00,7.319725560430229163e-06,-2.540041359196365986e-05
6.283185307179586787e-02,7.318407845035130343e-06,-2.534442562825906775e-05
1.256637061435917357e-01,7.314460777212409114e-06,-2.517668269480022165e-05
1.884955592153876036e-01,7.307902554215622929e-06,-2.489784679257284859e-05
2.513274122871834715e-01,7.298763379054481727e-06,-2.450901835339634648e-05
3.141592653589793116e-01,7.287085273157451902e-06,-2.401173189721482194e-05
3.769911184307752072e-01,7.272921816645743835e-06,-2.340794997630864439e-05
4.398229715025711029e-01,7.256337818724326730e-06,-2.270005543031717915e-05
5.026548245743669430e-01,7.237408921354125851e-06,-2.189084198262786460e-05
5.654866776461627831e-01,7.216221139986166754e-06,-2.098350321523110050e-05
6.283185307179586232e-01,7.192870345705140199e-06,-1.998161996553874233e-05
6.911503837897545743e-01,7.167461693639492345e-06,-1.888914619489089801e-05
7.539822368615504145e-01,7.140109002941192394e-06,-1.771039338450737063e-05
8.168140899333462546e-01,7.110934094015420424e-06,-1.645001352045132284e-05
8.796459430051422057e-01,7.080066088984060008e-06,-1.511298073474276972e-05
9.424777960769380458e-01,7.047640681593835905e-06,-1.370457167506350873e-05
1.005309649148733886e+00,7.013799382927951871e-06,-1.223034468051492902e-05
1.068141502220529837e+00,6.978688749348143610e-06,-1.069611784560381358e-05
1.130973355292325566e+00,6.942459599082370253e-06,-9.107946059021290145e-06
1.193805208364121517e+00,6.905266223783244335e-06,-7.472097107828454749e-06
1.256637061435917246e+00,6.867265601216167394e-06,-5.795026941353407344e-06
1.319468914507713198e+00,6.828616614997741771e-06,-4.083354192422930756e-06
1.382300767579509149e+00,6.789479286998780167e-06,-2.343834056486028975e-06
1.445132620651304878e+00,6.750014027657938685e-06,-5.833316317225959293e-07
1.507964473723100829e+00,6.710380909028005709e-06,1.191205174639843660e-06
1.570796326794896780e+00,6.670738964904445505e-06,2.972773066864537798e-06
1.633628179866692509e+00,6.631245521872905134e-06,4.754340999871029092e-06
1.696460032938488460e+00,6.592055564567349568e-06,6.528877927935723596e-06
1.759291886010284411e+00,6.553321137862223129e-06,8.289380553402554808e-06
1.822123739082080141e+00,6.515190788139549461e-06,1.002890096587876262e-05
1.884955592153876092e+00,6.477809045184418275e-06,1.174057406282328809e-05
1.947787445225671821e+00,6.441315945678950467e-06,1.341764464329872515e-05
2.010619298297467772e+00,6.405846598694634341e-06,1.505349406794925683e-05
2.073451151369263723e+00,6.371530793034489597e-06,1.664166637998008527e-05
2.136283004441059674e+00,6.338492645758028275e-06,1.817589378404346488e-05
2.199114857512855181e+00,6.306850290741110218e-06,1.965012138247239533e-05
2.261946710584651132e+00,6.276715605686441579e-06,2.105853107123655492e-05
2.324778563656447083e+00,6.248193975614701565e-06,2.239556450131350321e-05
2.387610416728243035e+00,6.221384090536355603e-06,2.365594501485937165e-05
2.450442269800038986e+00,6.196377774734415398e-06,2.483469846961130099e-05
2.513274122871834493e+00,6.173259844881778517e-06,2.592717286934402695e-05
2.576105975943630444e+00,6.152107994075589140e-06,2.692905672291674772e-05
2.638937829015426395e+00,6.132992698796207544e-06,2.783639605946577430e-05
2.701769682087222346e+00,6.115977145789715892e-06,2.864561003260339555e-05
2.764601535159018297e+00,6.101117175929240947e-06,2.935350505205255623e-05
2.827433388230814248e+00,6.088461242229277457e-06,2.995728738695912428e-05
2.890265241302609756e+00,6.078050379365382887e-06,3.045457419115469262e-05
2.953097094374405707e+00,6.069918182284536363e-06,3.084340290687050796e-05
3.015928947446201658e+00,6.064090791773948659e-06,3.112223900980126722e-05
3.078760800517997609e+00,6.060586885181963652e-06,3.128998206496237639e-05
3.141592653589793560e+00,6.059417670847004039e-06,3.134597006944876566e-05
3.204424506661589067e+00,6.060586885181963652e-06,3.128998206496237639e-05
3.267256359733385018e+00,6.064090791773948659e-06,3.112223900980126722e-05
3.330088212805180969e+00,6.069918182284536363e-06,3.084340290687050796e-05
3.392920065876976921e+00,6.078050379365382887e-06,3.045457419115469262e-05
3.455751918948772872e+00,6.088461242229277457e-06,2.995728738695912428e-05
3.518583772020568823e+00,6.101117175929240947e-06,2.935350505205255284e-05
3.581415625092364330e+00,6.115977145789715892e-06,2.864561003260339216e-05
3.644247478164160281e+00,6.132992698796207544e-06,2.783639605946577430e-05
3.707079331235956232e+00,6.152107994075589140e-06,2.692905672291674433e-05
3.769911184307752183e+00,6.173259844881778517e-06,2.592717286934402695e-05
3.832743037379548134e+00,6.196377774734415398e-06,2.483469846961128743e-05
3.895574890451343641e+00,6.221384090536355603e-06,2.365594501485936827e-05
3.958406743523139593e+00,6.248193975614701565e-06,2.239556450131349982e-05
4.021238596594935544e+00,6.276715605686442426e-06,2.105853107123654814e-05
4.084070449666731051e+00,6.306850290741109371e-06,1.965012138247240211e-05
4.146902302738527446e+00,6.338492645758029122e-06,1.817589378404345132e-05
4.209734155810322953e+00,6.371530793034489597e-06,1.664166637998007849e-05
4.272566008882119348e+00,6.405846598694634341e-06,1.505349406794924158e-05
4.335397861953914855e+00,6.441315945678950467e-06,1.341764464329872007e-05
4.398229715025710362e+00,6.477809045184418275e-06,1.174057406282328809e-05
4.461061568097506758e+00,6.515190788139549461e-06,1.002890096587875076e-05
4.523893421169302265e+00,6.553321137862223129e-06,8.289380553402549726e-06
4.586725274241098660e+00,6.592055564567349568e-06,6.528877927935704961e-06
4.649557127312894167e+00,6.631245521872905134e-06,4.754340999871023162e-06
4.712388980384689674e+00,6.670738964904445505e-06,2.972773066864538221e-06
4.775220833456486069e+00,6.710380909028005709e-06,1.191205174639832013e-06
4.838052686528281576e+00,6.750014027657938685e-06,-5.833316317225955058e-07
4.900884539600077971e+00,6.789479286998781014e-06,-2.343834056486045915e-06
